0,-0.012223109,51.54153462
1,-0.012228449,51.54153709
2,-0.012233794,51.54153954
3,-0.012239143,51.54154199
4,-0.012244496,51.54154442
5,-0.012249853,51.54154685
6,-0.012255214,51.54154927
7,-0.012260577,51.54155168
8,-0.012265944,51.54155409
9,-0.012271314,51.54155649
10,-0.012276686,51.54155888
11,-0.012282061,51.54156127
12,-0.012287437,51.54156365
13,-0.012292815,51.54156603
14,-0.012298195,51.54156841
15,-0.012303576,51.54157078
16,-0.012308958,51.54157316
17,-0.012314341,51.54157553
18,-0.012319724,51.54157789
19,-0.012325108,51.54158026
20,-0.012330491,51.54158263
21,-0.012335874,51.541585
22,-0.012341257,51.54158737
23,-0.012346639,51.54158974
24,-0.01235202,51.54159211
25,-0.0123574,51.54159449
26,-0.012362778,51.54159687
27,-0.012368154,51.54159926
28,-0.012373529,51.54160164
29,-0.012378901,51.54160404
30,-0.01238427,51.54160644
31,-0.012389637,51.54160884
32,-0.012395001,51.54161125
33,-0.012400361,51.54161367
34,-0.012405718,51.5416161
35,-0.012411071,51.54161854
36,-0.01241642,51.54162098
37,-0.012421765,51.54162344
38,-0.012427105,51.5416259
39,-0.012432439,51.54162838
40,-0.012437769,51.54163087
41,-0.012443093,51.54163336
42,-0.012448412,51.54163588
43,-0.012453724,51.5416384
44,-0.012459031,51.54164093
45,-0.012464335,51.54164348
46,-0.012469639,51.54164602
47,-0.012474947,51.54164855
48,-0.012480262,51.54165107
49,-0.012485586,51.54165357
50,-0.012490922,51.54165604
51,-0.012496274,51.54165848
52,-0.012501644,51.54166088
53,-0.012507035,51.54166323
54,-0.012512449,51.54166553
55,-0.012517888,51.54166776
56,-0.012523355,51.54166993
57,-0.01252885,51.54167203
58,-0.012534376,51.54167404
59,-0.01253993,51.54167597
60,-0.012545511,51.54167783
61,-0.012551117,51.54167961
62,-0.012556746,51.54168131
63,-0.012562396,51.54168294
64,-0.012568067,51.5416845
65,-0.012573757,51.54168599
66,-0.012579464,51.54168741
67,-0.012585191,51.54168875
68,-0.012590935,51.54169001
69,-0.012596697,51.54169119
70,-0.012602476,51.54169228
71,-0.012608272,51.54169328
72,-0.012614084,51.54169418
73,-0.012619911,51.54169498
74,-0.01262575,51.54169568
75,-0.012631601,51.54169628
76,-0.012637461,51.54169678
77,-0.012643328,51.54169719
78,-0.012649201,51.54169749
79,-0.012655078,51.54169771
80,-0.012660958,51.54169783
81,-0.01266684,51.54169786
82,-0.012672721,51.5416978
