0,0,0,0,0,0,4.6,39678000
0,0,0,0,0,0,0,41246000
0,0,0,0,0,3.24,4.6,19504000
0,0,0,0,0,0,0,32523000
0,0,0,0,0,3.24,4.57,14178000
0,0,0,0,0,0,0,59959000
0,0,0,0,0,3.25,4.59,26201000
0,0,0,0,0,0,0,35495000
0,0,0,0,0,3.24,4.57,14103000
0,0,0,0,0,0,0,59959000
0,0,0,0,0,3.25,4.59,26201000
0,0,0,0,0,0,0,35495000
0,0,0,0,0,3.24,4.57,14103000
0,0,0,0,0,0,0,59959000
0,0,0,0,0,3.25,4.59,26201000
0,0,0,0,0,0,0,35495000
0,0,0,0,0,3.24,4.57,14103000
0,0,0,0,0,0,0,59959000
0,0,0,0,0,3.25,4.59,26201000
0,0,0,0,0,0,0,35495000
0,0,0,0,0,3.24,4.57,14103000
0,0,0,0,0,0,0,59959000
0,0,0,0,0,3.25,4.59,26201000
0,0,0,0,0,0,0,35495000
0,0,0,0,0,3.24,4.57,14103000
0,0,0,0,0,0,0,59959000
0,0,0,0,0,3.25,4.59,26201000
0,0,0,0,0,0,0,35495000
0,0,0,0,0,3.24,4.57,14103000
0,0,0,0,0,0,0,59959000
0,0,0,0,0,3.25,4.59,26201000
0,0,0,0,0,0,0,35495000
0,0,0,0,0,3.24,4.57,14103000
0,0,0,0,0,0,0,59959000
0,0,0,0,0,3.25,4.59,26201000
0,0,0,0,0,0,0,35495000
0,0,0,0,0,3.24,4.57,14103000
0,0,0,0,0,0,0,59959000
0,0,0,0,0,3.25,4.59,26201000
0,0,0,0,0,0,0,35495000
0,0,0,0,0,3.24,4.57,14103000
0,0,0,0,0,0,0,59959000
0,0,0,0,0,3.25,4.59,26201000
0,0,0,0,0,0,0,35495000
0,0,0,0,0,3.24,4.57,14103000
0,0,0,0,0,0,0,59959000
0,0,0,0,0,3.25,4.59,26201000
0,0,0,0,0,0,0,35495000
0,0,0,0,0,3.24,4.57,14103000
0,0,0,0,0,0,0,59959000
0,0,0,0,0,3.25,4.59,26201000
0,0,0,0,0,0,0,35495000
0,0,0,0,0,3.24,4.57,14103000
0,0,0,0,0,0,0,59959000
0,0,0,0,0,3.25,4.59,26201000
0,0,0,0,0,0,0,35495000
0,0,0,0,0,3.24,4.57,14103000
0,0,0,0,0,0,0,59959000
0,0,0,0,0,3.25,4.59,26201000
0,0,0,0,0,0,0,35495000
0,0,0,0,0,3.24,4.16,9723300
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
,,,,,,,
,,,,,,,
,,,,,,,
