468,-63.453,41.135,-0.149
469,-63.025,40.909,-0.151
470,-62.596,40.683,-0.154
471,-62.166,40.458,-0.158
472,-61.737,40.234,-0.161
473,-61.307,40.010,-0.165
474,-60.876,39.787,-0.167
475,-60.445,39.565,-0.169
476,-60.013,39.345,-0.172
477,-59.581,39.125,-0.176
478,-59.148,38.907,-0.179
479,-58.715,38.689,-0.181
480,-58.281,38.473,-0.183
481,-57.847,38.258,-0.184
482,-57.412,38.044,-0.187
483,-56.976,37.831,-0.190
484,-56.540,37.619,-0.194
485,-56.104,37.407,-0.197
486,-55.667,37.197,-0.200
487,-55.230,36.988,-0.202
488,-54.792,36.779,-0.204
489,-54.354,36.572,-0.205
490,-53.916,36.365,-0.206
491,-53.477,36.159,-0.205
492,-53.038,35.953,-0.205
493,-52.598,35.749,-0.207
494,-52.158,35.545,-0.208
495,-51.718,35.342,-0.210
496,-51.278,35.139,-0.214
497,-50.837,34.937,-0.219
498,-50.396,34.736,-0.222
499,-49.955,34.535,-0.227
500,-49.513,34.335,-0.234
501,-49.071,34.135,-0.237
502,-48.630,33.936,-0.242
503,-48.187,33.737,-0.249
504,-47.745,33.538,-0.253
505,-47.303,33.340,-0.256
506,-46.860,33.142,-0.259
507,-46.417,32.945,-0.262
508,-45.974,32.748,-0.263
509,-45.531,32.551,-0.264
510,-45.088,32.354,-0.267
511,-44.645,32.157,-0.271
512,-44.202,31.961,-0.273
513,-43.759,31.765,-0.275
514,-43.315,31.569,-0.275
515,-42.872,31.373,-0.275
516,-42.428,31.177,-0.276
517,-41.985,30.981,-0.278
518,-41.541,30.785,-0.281
519,-41.098,30.589,-0.285
520,-40.655,30.393,-0.288
521,-40.211,30.197,-0.290
522,-39.768,30.001,-0.291
523,-39.324,29.805,-0.293
524,-38.881,29.609,-0.296
525,-38.437,29.413,-0.300
526,-37.994,29.217,-0.303
527,-37.551,29.022,-0.306
528,-37.107,28.826,-0.310
529,-36.664,28.630,-0.313
530,-36.220,28.434,-0.316
531,-35.777,28.238,-0.319
532,-35.333,28.042,-0.321
533,-34.890,27.846,-0.323
534,-34.447,27.649,-0.324
535,-34.003,27.453,-0.326
536,-33.560,27.257,-0.328
537,-33.117,27.061,-0.332
538,-32.673,26.865,-0.334
539,-32.230,26.669,-0.335
540,-31.786,26.473,-0.337
541,-31.343,26.277,-0.337
542,-30.900,26.081,-0.338
543,-30.456,25.885,-0.341
544,-30.013,25.688,-0.345
545,-29.570,25.492,-0.348
546,-29.126,25.296,-0.354
547,-28.683,25.100,-0.358
548,-28.240,24.903,-0.361
549,-27.797,24.707,-0.364
550,-27.353,24.511,-0.367
551,-26.910,24.315,-0.368
552,-26.467,24.118,-0.370
553,-26.023,23.922,-0.372
554,-25.580,23.725,-0.376
555,-25.137,23.529,-0.379
556,-24.694,23.333,-0.382
557,-24.251,23.136,-0.384
558,-23.807,22.940,-0.384
559,-23.364,22.743,-0.384
560,-22.921,22.547,-0.386
561,-22.478,22.350,-0.389
562,-22.035,22.154,-0.392
563,-21.592,21.957,-0.395
564,-21.148,21.760,-0.399
565,-20.705,21.564,-0.402
566,-20.262,21.367,-0.405
567,-19.819,21.170,-0.409
568,-19.376,20.974,-0.412
569,-18.933,20.777,-0.416
570,-18.490,20.580,-0.418
571,-18.047,20.383,-0.420
572,-17.604,20.186,-0.423
573,-17.161,19.990,-0.426
574,-16.718,19.793,-0.428
575,-16.274,19.596,-0.429
576,-15.831,19.400,-0.431
577,-15.388,19.203,-0.431
578,-14.945,19.006,-0.430
579,-14.502,18.810,-0.431
580,-14.059,18.613,-0.432
581,-13.615,18.417,-0.434
582,-13.172,18.221,-0.436
583,-12.729,18.025,-0.439
584,-12.285,17.829,-0.442
585,-11.842,17.633,-0.443
586,-11.398,17.437,-0.446
587,-10.955,17.241,-0.450
588,-10.511,17.046,-0.453
589,-10.068,16.850,-0.456
590,-9.624,16.655,-0.460
591,-9.180,16.460,-0.463
592,-8.736,16.265,-0.465
593,-8.292,16.071,-0.467
594,-7.848,15.876,-0.471
595,-7.404,15.682,-0.473
596,-6.959,15.488,-0.475
597,-6.515,15.294,-0.476
598,-6.070,15.101,-0.477
599,-5.626,14.908,-0.477
600,-5.181,14.715,-0.478
601,-4.736,14.522,-0.481
602,-4.291,14.330,-0.484
603,-3.846,14.137,-0.487
604,-3.401,13.946,-0.491
605,-2.956,13.754,-0.497
606,-2.510,13.563,-0.500
607,-2.064,13.372,-0.504
608,-1.619,13.181,-0.509
609,-1.173,12.991,-0.513
610,-0.727,12.801,-0.516
611,-0.280,12.612,-0.520
612,0.166,12.423,-0.522
613,0.612,12.234,-0.524
614,1.059,12.046,-0.525
615,1.506,11.858,-0.528
616,1.953,11.670,-0.531
617,2.400,11.483,-0.534
618,2.848,11.296,-0.538
619,3.295,11.110,-0.541
620,3.743,10.924,-0.544
621,4.191,10.739,-0.548
622,4.639,10.554,-0.551
