"31/01/2018,","17:15:02.053855,"
"31/01/2018,","17:15:02.053892,"
"31/01/2018,","17:15:02.053929,"
"31/01/2018,","17:15:02.053967,"
"31/01/2018,","17:15:02.054004,"
"31/01/2018,","17:15:02.054040,"
"31/01/2018,","17:15:02.054078,"
"31/01/2018,","17:15:02.054115,"
"31/01/2018,","17:15:02.054152,"
"31/01/2018,","17:15:02.054189,"
"31/01/2018,","17:15:02.054226,"
"31/01/2018,","17:15:02.054263,"
"31/01/2018,","17:15:02.054301,"
"31/01/2018,","17:15:02.054338,"
"31/01/2018,","17:15:02.054374,"
"31/01/2018,","17:15:02.054411,"
"31/01/2018,","17:15:02.054448,"
"31/01/2018,","17:15:02.054485,"
"31/01/2018,","17:15:02.054523,"
"31/01/2018,","17:15:02.054560,"
"31/01/2018,","17:15:02.054597,"
"31/01/2018,","17:15:02.054633,"
"31/01/2018,","17:15:02.054670,"
"31/01/2018,","17:15:02.054708,"
"31/01/2018,","17:15:02.054745,"
"31/01/2018,","17:15:02.054782,"
"31/01/2018,","17:15:02.054819,"
"31/01/2018,","17:15:02.054855,"
"31/01/2018,","17:15:02.054894,"
"31/01/2018,","17:15:02.054931,"
"31/01/2018,","17:15:02.054969,"
"31/01/2018,","17:15:02.055007,"
"31/01/2018,","17:15:02.055045,"
"31/01/2018,","17:15:02.055082,"
"31/01/2018,","17:15:02.055119,"
"31/01/2018,","17:15:02.055157,"
"31/01/2018,","17:15:02.055194,"
"31/01/2018,","17:15:02.055232,"
"31/01/2018,","17:15:02.055268,"
"31/01/2018,","17:15:02.055306,"
"31/01/2018,","17:15:02.055343,"
"31/01/2018,","17:15:02.055380,"
"31/01/2018,","17:15:02.055457,"
"31/01/2018,","17:15:02.055495,"
"31/01/2018,","17:15:02.055532,"
"31/01/2018,","17:15:02.055569,"
"31/01/2018,","17:15:02.055607,"
"31/01/2018,","17:15:02.055646,"
"31/01/2018,","17:15:02.055687,"
"31/01/2018,","17:15:02.055728,"
"31/01/2018,","17:15:02.055770,"
"31/01/2018,","17:15:02.055811,"
"31/01/2018,","17:15:02.055852,"
"31/01/2018,","17:15:02.055893,"
"31/01/2018,","17:15:02.055930,"
"31/01/2018,","17:15:02.055968,"
"31/01/2018,","17:15:02.056006,"
"31/01/2018,","17:15:02.056043,"
"31/01/2018,","17:15:02.056081,"
"31/01/2018,","17:15:02.056137,"
"31/01/2018,","17:15:02.056192,"
"31/01/2018,","17:15:02.056253,"
"31/01/2018,","17:15:02.056316,"
"31/01/2018,","17:15:02.056377,"
"31/01/2018,","17:15:02.056454,"
"31/01/2018,","17:15:02.056517,"
"31/01/2018,","17:15:02.056582,"
"31/01/2018,","17:15:02.056738,"
"31/01/2018,","17:15:02.056813,"
"31/01/2018,","17:15:02.056877,"
"31/01/2018,","17:15:02.056941,"
"31/01/2018,","17:15:02.057033,"
"31/01/2018,","17:15:02.057100,"
"31/01/2018,","17:15:02.057172,"
"31/01/2018,","17:15:02.057240,"
"31/01/2018,","17:15:02.057362,"
"31/01/2018,","17:15:02.057430,"
"31/01/2018,","17:15:02.057492,"
"31/01/2018,","17:15:02.057555,"
"31/01/2018,","17:15:02.057617,"
"31/01/2018,","17:15:02.057680,"
"31/01/2018,","17:15:02.057742,"
"31/01/2018,","17:15:02.057803,"
"31/01/2018,","17:15:02.057865,"
"31/01/2018,","17:15:02.057926,"
"31/01/2018,","17:15:02.057988,"
"31/01/2018,","17:15:02.058050,"
"31/01/2018,","17:15:02.058112,"
"31/01/2018,","17:15:02.058173,"
"31/01/2018,","17:15:02.058236,"
"31/01/2018,","17:15:02.058298,"
"31/01/2018,","17:15:02.058360,"
"31/01/2018,","17:15:02.058422,"
"31/01/2018,","17:15:02.058483,"
"31/01/2018,","17:15:02.058544,"
"31/01/2018,","17:15:02.058606,"
"31/01/2018,","17:15:02.058667,"
"31/01/2018,","17:15:02.058729,"
"31/01/2018,","17:15:02.058791,"
"31/01/2018,","17:15:02.058853,"
"31/01/2018,","17:15:02.058915,"
"31/01/2018,","17:15:02.058978,"
"31/01/2018,","17:15:02.059039,"
"31/01/2018,","17:15:02.059101,"
"31/01/2018,","17:15:02.059163,"
"31/01/2018,","17:15:02.059224,"
"31/01/2018,","17:15:02.059285,"
"31/01/2018,","17:15:02.059423,"
"31/01/2018,","17:15:02.059496,"
"31/01/2018,","17:15:02.059586,"
"31/01/2018,","17:15:02.059657,"
"31/01/2018,","17:15:02.059723,"
"31/01/2018,","17:15:02.059793,"
"31/01/2018,","17:15:02.059859,"
"31/01/2018,","17:15:02.059925,"
"31/01/2018,","17:15:02.059995,"
"31/01/2018,","17:15:02.060069,"
"31/01/2018,","17:15:02.060125,"
"31/01/2018,","17:15:02.060164,"
"31/01/2018,","17:15:02.060213,"
"31/01/2018,","17:15:02.060296,"
"31/01/2018,","17:15:02.060488,"
"31/01/2018,","17:15:02.060566,"
"31/01/2018,","17:15:02.060642,"
"31/01/2018,","17:15:02.060712,"
"31/01/2018,","17:15:02.060778,"
"31/01/2018,","17:15:02.060841,"
"31/01/2018,","17:15:02.060901,"
"31/01/2018,","17:15:02.060982,"
"31/01/2018,","17:15:02.061070,"
"31/01/2018,","17:15:02.061142,"
"31/01/2018,","17:15:02.061206,"
"31/01/2018,","17:15:02.061267,"
"31/01/2018,","17:15:02.061348,"
"31/01/2018,","17:15:02.061414,"
"31/01/2018,","17:15:02.061485,"
"31/01/2018,","17:15:02.061558,"
"31/01/2018,","17:15:02.061659,"
"31/01/2018,","17:15:02.061724,"
"31/01/2018,","17:15:02.061786,"
"31/01/2018,","17:15:02.061851,"
"31/01/2018,","17:15:02.061926,"
"31/01/2018,","17:15:02.062675,"
"31/01/2018,","17:15:02.062841,"
"31/01/2018,","17:15:02.062915,"
"31/01/2018,","17:15:02.062978,"
"31/01/2018,","17:15:02.063042,"
"31/01/2018,","17:15:02.063139,"
"31/01/2018,","17:15:02.063227,"
"31/01/2018,","17:15:02.063293,"
"31/01/2018,","17:15:02.063354,"
"31/01/2018,","17:15:02.063461,"
"31/01/2018,","17:15:02.063548,"
"31/01/2018,","17:15:02.063589,"
"31/01/2018,","17:15:02.063653,"
"31/01/2018,","17:15:02.063716,"
"31/01/2018,","17:15:02.063791,"
"31/01/2018,","17:15:02.063833,"
"31/01/2018,","17:15:02.063872,"
"31/01/2018,","17:15:02.063910,"
"31/01/2018,","17:15:02.063949,"
"31/01/2018,","17:15:02.063997,"
"31/01/2018,","17:15:02.064067,"
"31/01/2018,","17:15:02.064136,"
"31/01/2018,","17:15:02.064205,"
"31/01/2018,","17:15:02.064274,"
"31/01/2018,","17:15:02.064380,"
"31/01/2018,","17:15:02.064433,"
"31/01/2018,","17:15:02.064486,"
"31/01/2018,","17:15:02.064549,"
"31/01/2018,","17:15:02.064599,"
"31/01/2018,","17:15:02.064663,"
"31/01/2018,","17:15:02.064717,"
"31/01/2018,","17:15:02.064768,"
"31/01/2018,","17:15:02.064826,"
"31/01/2018,","17:15:02.064884,"
"31/01/2018,","17:15:02.064978,"
"31/01/2018,","17:15:02.065046,"
"31/01/2018,","17:15:02.065097,"
"31/01/2018,","17:15:02.065163,"
"31/01/2018,","17:15:02.065252,"
"31/01/2018,","17:15:02.065308,"
"31/01/2018,","17:15:02.065373,"
"31/01/2018,","17:15:02.065458,"
"31/01/2018,","17:15:02.065515,"
"31/01/2018,","17:15:02.065598,"
"31/01/2018,","17:15:02.065650,"
"31/01/2018,","17:15:02.065750,"
"31/01/2018,","17:15:02.065828,"
"31/01/2018,","17:15:02.065911,"
"31/01/2018,","17:15:02.066001,"
"31/01/2018,","17:15:02.066066,"
"31/01/2018,","17:15:02.066117,"
"31/01/2018,","17:15:02.066184,"
"31/01/2018,","17:15:02.066269,"
"31/01/2018,","17:15:02.066325,"
"31/01/2018,","17:15:02.066390,"
"31/01/2018,","17:15:02.066469,"
"31/01/2018,","17:15:02.066526,"
"31/01/2018,","17:15:02.066591,"
"31/01/2018,","17:15:02.066667,"
"31/01/2018,","17:15:02.066728,"
"31/01/2018,","17:15:02.066797,"
"31/01/2018,","17:15:02.066867,"
"31/01/2018,","17:15:02.066927,"
"31/01/2018,","17:15:02.066978,"
"31/01/2018,","17:15:02.067045,"
"31/01/2018,","17:15:02.067139,"
"31/01/2018,","17:15:02.067207,"
"31/01/2018,","17:15:02.067276,"
"31/01/2018,","17:15:02.067357,"
"31/01/2018,","17:15:02.067416,"
"31/01/2018,","17:15:02.067481,"
"31/01/2018,","17:15:02.067566,"
"31/01/2018,","17:15:02.067625,"
"31/01/2018,","17:15:02.067690,"
"31/01/2018,","17:15:02.067775,"
"31/01/2018,","17:15:02.067831,"
"31/01/2018,","17:15:02.067906,"
"31/01/2018,","17:15:02.068001,"
"31/01/2018,","17:15:02.068080,"
"31/01/2018,","17:15:02.068135,"
"31/01/2018,","17:15:02.068184,"
"31/01/2018,","17:15:02.068275,"
"31/01/2018,","17:15:02.068341,"
"31/01/2018,","17:15:02.068427,"
"31/01/2018,","17:15:02.068504,"
"31/01/2018,","17:15:02.068577,"
"31/01/2018,","17:15:02.068660,"
"31/01/2018,","17:15:02.068717,"
"31/01/2018,","17:15:02.068778,"
"31/01/2018,","17:15:02.068862,"
"31/01/2018,","17:15:02.068965,"
"31/01/2018,","17:15:02.069045,"
"31/01/2018,","17:15:02.069132,"
"31/01/2018,","17:15:02.069204,"
"31/01/2018,","17:15:02.069287,"
"31/01/2018,","17:15:02.069343,"
"31/01/2018,","17:15:02.069406,"
"31/01/2018,","17:15:02.069483,"
"31/01/2018,","17:15:02.069538,"
"31/01/2018,","17:15:02.069604,"
"31/01/2018,","17:15:02.069679,"
"31/01/2018,","17:15:02.069771,"
"31/01/2018,","17:15:02.069833,"
"31/01/2018,","17:15:02.069881,"
"31/01/2018,","17:15:02.069942,"
"31/01/2018,","17:15:02.070025,"
"31/01/2018,","17:15:02.070075,"
"31/01/2018,","17:15:02.070127,"
"31/01/2018,","17:15:02.070174,"
"31/01/2018,","17:15:02.070223,"
"31/01/2018,","17:15:02.070298,"
"31/01/2018,","17:15:02.070381,"
"31/01/2018,","17:15:02.070433,"
"31/01/2018,","17:15:02.070498,"
"31/01/2018,","17:15:02.070581,"
"31/01/2018,","17:15:02.070638,"
"31/01/2018,","17:15:02.070706,"
